symbol,symbol,name,lastsale,marketcap,ipoyear,sector,industry
SAFT,SAFT,"Safety Insurance Group, Inc.",95.03,1460000000.0,2002.0,Finance,Property-Casualty Insurers
SAGE,SAGE,"Sage Therapeutics, Inc.",172.43,8820000000.0,2014.0,Health Care,Major Pharmaceuticals
SAH,SAH,"Sonic Automotive, Inc.",27.6,1190000000.0,1997.0,Consumer Durables,Automotive Aftermarket
SAIA,SAIA,"Saia, Inc.",80.93,2100000000.0,,Transportation,Trucking Freight/Courier Services
SAIC,SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,83.66,4940000000.0,,Technology,EDP Services
SAIL,SAIL,"SailPoint Technologies Holdings, Inc.",22.82,2020000000.0,2017.0,Technology,Computer Software: Prepackaged Software
SAL,SAL,"Salisbury Bancorp, Inc.",37.1635,104930000.0,,Finance,Savings Institutions
SALM,SALM,"Salem Media Group, Inc.",2.095,54860000.0,1999.0,Consumer Services,Broadcasting
SALT,SALT,Scorpio Bulkers Inc.,5.55,402310000.0,2013.0,Transportation,Marine Transportation
SAM,SAM,"Boston Beer Company, Inc. (The)",406.88,4920000000.0,,Consumer Non-Durables,Beverages (Production/Distribution)
SAMA,SAMA,Schultze Special Purpose Acquisition Corp.,9.92,161200000.0,2019.0,Finance,Business Services
SAMG,SAMG,Silvercrest Asset Management Group Inc.,13.95,196960000.0,2013.0,Finance,Investment Managers
SAN,SAN,"Banco Santander, S.A.",4.06,65920000000.0,,Finance,Commercial Banks
SAND          ,SAND          ,Sandstorm Gold Ltd,6.6,1170000000.0,,Basic Industries,Precious Metals
SANM,SANM,Sanmina Corporation,30.33,2110000000.0,1993.0,Technology,Electrical Products
SANW,SANW,S&W Seed Company,2.64,87850000.0,,Consumer Non-Durables,Farming/Seeds/Milling
SAP,SAP,SAP SE,121.52,149290000000.0,,Technology,Computer Software: Prepackaged Software
SASR,SASR,"Sandy Spring Bancorp, Inc.",34.72,1240000000.0,,Finance,Major Banks
SATS,SATS,EchoStar Corporation,39.9,3820000000.0,,Technology,Radio And Television Broadcasting And Communications Equipment
SAUC,SAUC,"Diversified Restaurant Holdings, Inc.",0.69,22920000.0,,Consumer Services,Restaurants
SAVA,SAVA,"Cassava Sciences, Inc.",1.3201,22730000.0,,Health Care,Major Pharmaceuticals
SAVE,SAVE,"Spirit Airlines, Inc.",40.83,2790000000.0,,Transportation,Air Freight/Delivery Services
SB,SB,"Safe Bulkers, Inc",1.8,182290000.0,2008.0,Transportation,Marine Transportation
SBAC,SBAC,SBA Communications Corporation,252.61,28570000000.0,1999.0,Consumer Services,Real Estate Investment Trusts
SBBP,SBBP,Strongbridge Biopharma plc,2.54,137630000.0,2015.0,Health Care,Major Pharmaceuticals
SBBX,SBBX,SB One Bancorp,22.93,217270000.0,,Finance,Major Banks
SBCF,SBCF,Seacoast Banking Corporation of Florida,25.36,1310000000.0,,Finance,Major Banks
SBE.U,SBE.U,Switchback Energy Acquisition Corporation,,,2019.0,,
SBFG,SBFG,"SB Financial Group, Inc.",16.1,103900000.0,,Finance,Major Banks
SBGI,SBGI,"Sinclair Broadcast Group, Inc.",47.05,4300000000.0,1995.0,Consumer Services,Broadcasting
SBGL,SBGL,Sibanye Gold Limited,5.35,3570000000.0,,Basic Industries,Precious Metals
SBH,SBH,"Sally Beauty Holdings, Inc.",13.79,1660000000.0,,Consumer Services,Other Specialty Stores
SBI,SBI,Western Asset Intermediate Muni Fund Inc,9.17,129130000.0,1992.0,,
SBLK,SBLK,Star Bulk Carriers Corp.,9.34,875120000.0,,Transportation,Marine Transportation
SBNA,SBNA,Scorpio Tankers Inc.,25.36,,2014.0,Transportation,Marine Transportation
SBNY,SBNY,Signature Bank,119.6,6590000000.0,2004.0,Finance,Major Banks
SBOW,SBOW,"SilverBow Resorces, Inc.",9.32,109450000.0,,Energy,Oil & Gas Production
SBPH,SBPH,"Spring Bank Pharmaceuticals, Inc.",4.21,69290000.0,2016.0,Health Care,Major Pharmaceuticals
SBR,SBR,Sabine Royalty Trust,44.18,644120000.0,,Energy,Oil & Gas Production
SBRA,SBRA,"Sabra Health Care REIT, Inc.",21.34,3830000000.0,,Consumer Services,Real Estate Investment Trusts
SBS,SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,14.33,9790000000.0,2002.0,Public Utilities,Water Supply
SBSI,SBSI,"Southside Bancshares, Inc.",33.78,1140000000.0,,Finance,Major Banks
SBT,SBT,"Sterling Bancorp, Inc.",9.23,469310000.0,2017.0,Finance,Savings Institutions
SBUX,SBUX,Starbucks Corporation,96.24,115200000000.0,1992.0,Consumer Services,Restaurants
SC,SC,Santander Consumer USA Holdings Inc.,26.94,9320000000.0,2014.0,Finance,Finance: Consumer Services
SCA,SCA,Stellus Capital Investment Corporation,25.4,,,,
SCCO,SCCO,Southern Copper Corporation,33.28,25730000000.0,,Basic Industries,Precious Metals
SCD,SCD,LMP Capital and Income Fund Inc.,13.79,247990000.0,2004.0,,
SCE^B,SCE^B,Southern California Edison Company,20.45,,,,
SCHL,SCHL,Scholastic Corporation,34.74,1210000000.0,1992.0,Consumer Services,Books
SCHN,SCHN,"Schnitzer Steel Industries, Inc.",25.2,674820000.0,1993.0,Consumer Durables,Industrial Specialties
SCHW,SCHW,The Charles Schwab Corporation,37.45,50000000000.0,,Finance,Investment Bankers/Brokers/Service
SCI,SCI,Service Corporation International,46.92,8560000000.000001,,Consumer Services,Other Consumer Services
SCKT,SCKT,"Socket Mobile, Inc.",2.54,15240000.0,,Technology,Computer Manufacturing
SCL,SCL,Stepan Company,96.5,2180000000.0,,Basic Industries,Package Goods/Cosmetics
SCON,SCON,Superconductor Technologies Inc.,0.8923,4910000.0,1993.0,Technology,Radio And Television Broadcasting And Communications Equipment
SCOR,SCOR,"comScore, Inc.",2.0,126580000.0,2018.0,Miscellaneous,Business Services
SCPE.U,SCPE.U,SC Health Corporation,,,2019.0,,
SCPH,SCPH,scPharmaceuticals Inc.,5.71,106090000.0,2017.0,Health Care,Major Pharmaceuticals
SCPL,SCPL,SciPlay Corporation,10.485,1320000000.0,2019.0,Technology,EDP Services
SCS,SCS,Steelcase Inc.,16.46,1930000000.0,1998.0,Consumer Durables,Office Equipment/Supplies/Services
SCSC,SCSC,"ScanSource, Inc.",32.3,830300000.0,,Technology,Retail: Computer Software & Peripheral Equipment
SCVL,SCVL,"Shoe Carnival, Inc.",23.565,346190000.0,1993.0,Consumer Services,Clothing/Shoe/Accessory Stores
SCWX,SCWX,SecureWorks Corp.,11.51,938300000.0,2016.0,Technology,Computer Software: Prepackaged Software
SCX,SCX,L.S. Starrett Company (The),5.62,38730000.0,,Capital Goods,Industrial Machinery/Components
SCYX,SCYX,"SCYNEXIS, Inc.",1.1,59020000.0,2014.0,Health Care,Major Pharmaceuticals
SCZ,SCZ,iShares MSCI EAFE Small-Cap ETF,55.84,9260000000.0,,,
SD,SD,"SandRidge Energy, Inc.",5.66,201990000.0,2016.0,Energy,Oil & Gas Production
SDG,SDG,iShares MSCI Global Impact ETF,56.7337,53900000.0,,,
SDI,SDI,Standard Diversified Inc.,14.55,244650000.0,,Consumer Non-Durables,Tobacco
SDLP,SDLP,Seadrill Partners LLC,1.83,13780000.0,2012.0,Energy,Oil & Gas Production
SDPI,SDPI,"Superior Drilling Products, Inc.",0.86,21530000.0,2014.0,Energy,Metal Fabrications
SDR,SDR,SandRidge Mississippian Trust II,0.5513,27410000.0,2012.0,Energy,Oil & Gas Production
SDRL,SDRL,Seadrill Limited,2.69,269000000.0,2018.0,Energy,Oil & Gas Production
SDT,SDT,SandRidge Mississippian Trust I,0.54,15120000.0,2011.0,Energy,Oil & Gas Production
SDVY,SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,19.87,4970000.0,,,
SE,SE,Sea Limited,35.58,14720000000.0,2017.0,Consumer Services,Other Consumer Services
SEAC,SEAC,"SeaChange International, Inc.",2.1,76880000.0,1996.0,Technology,Radio And Television Broadcasting And Communications Equipment
SEAS,SEAS,"SeaWorld Entertainment, Inc.",32.19,2530000000.0,2013.0,Consumer Services,Services-Misc. Amusement & Recreation
SEB,SEB,Seaboard Corporation,3804.01,4430000000.0,1996.0,Finance,Investment Bankers/Brokers/Service
SECO,SECO,Secoo Holding Limited,7.69,386380000.0,2017.0,Consumer Services,Other Specialty Stores
SEDG,SEDG,"SolarEdge Technologies, Inc.",80.82,3840000000.0,2015.0,Technology,Semiconductors
SEE,SEE,Sealed Air Corporation,45.31,7000000000.0,,Basic Industries,Major Chemicals
SEED,SEED,Origin Agritech Limited,5.23,16719999.999999998,,Consumer Non-Durables,Farming/Seeds/Milling
SEEL,SEEL,"Seelos Therapeutics, Inc.",1.6,35960000.0,,Health Care,Major Pharmaceuticals
SEIC,SEIC,SEI Investments Company,57.97,8750000000.0,1981.0,Finance,Investment Bankers/Brokers/Service
SELB,SELB,"Selecta Biosciences, Inc.",1.82,81510000.0,2016.0,Health Care,Major Pharmaceuticals
SELF,SELF,"Global Self Storage, Inc.",4.07,31480000.0,,Consumer Services,Real Estate Investment Trusts
SEM,SEM,Select Medical Holdings Corporation,16.35,2220000000.0,2009.0,Health Care,Hospital/Nursing Management
SEMG,SEMG,Semgroup Corporation,10.85,863070000.0,,Energy,Oilfield Services/Equipment
SENEA,SENEA,Seneca Foods Corp.,30.0,284400000.0,,Consumer Non-Durables,Packaged Foods
SENS,SENS,"Senseonics Holdings, Inc.",1.08,215710000.0,,Capital Goods,Industrial Machinery/Components
SERV,SERV,"ServiceMaster Global Holdings, Inc.",57.47,7810000000.0,2014.0,Consumer Services,Other Consumer Services
SES,SES,"Synthesis Energy Systems, Inc.",2.98,4110000.000000001,,Basic Industries,Major Chemicals
SESN,SESN,"Sesen Bio, Inc.",1.18,95300000.0,2014.0,Health Care,Major Pharmaceuticals
SF,SF,Stifel Financial Corporation,54.4,3850000000.0,,Finance,Investment Bankers/Brokers/Service
SFBC,SFBC,"Sound Financial Bancorp, Inc.",34.69,88940000.0,,Finance,Savings Institutions
SFBS,SFBS,"ServisFirst Bancshares, Inc.",31.32,1680000000.0,2014.0,Finance,Major Banks
SFE,SFE,"Safeguard Scientifics, Inc.",11.61,238890000.0,,Finance,Finance/Investors Services
SFET,SFET,Safe-T Group Ltd.,1.04,2780000.0,2018.0,Technology,Computer Software: Prepackaged Software
SFIX,SFIX,"Stitch Fix, Inc.",23.52,2370000000.0,2017.0,Consumer Services,Catalog/Specialty Distribution
SFL,SFL,Ship Finance International Limited,12.95,1550000000.0,,Transportation,Marine Transportation
SFLY,SFLY,"Shutterfly, Inc.",50.83,1750000000.0,2006.0,Miscellaneous,Other Consumer Services
SFM,SFM,"Sprouts Farmers Market, Inc.",17.99,2120000000.0,2013.0,Consumer Services,Food Chains
SFNC,SFNC,Simmons First National Corporation,25.17,2430000000.0,,Finance,Major Banks
SFST,SFST,"Southern First Bancshares, Inc.",38.09,287880000.0,,Finance,Major Banks
SFUN,SFUN,Fang Holdings Limited,1.8,807240000.0,2010.0,Technology,EDP Services
SG,SG,"Sirius International Insurance Group, Ltd.",10.85,1250000000.0,,Finance,Property-Casualty Insurers
SGA,SGA,"Saga Communications, Inc.",29.14,173560000.0,,Consumer Services,Broadcasting
SGB,SGB,Southwest Georgia Financial Corporation,19.64,50000000.0,,Finance,Major Banks
SGBX,SGBX,"SG Blocks, Inc.",0.8277,4970000.0,2017.0,Consumer Services,RETAIL: Building Materials
SGC,SGC,"Superior Group of Companies, Inc.",14.62,223040000.0,,Consumer Non-Durables,Apparel
SGEN,SGEN,"Seattle Genetics, Inc.",77.01,12450000000.0,2001.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGH,SGH,"SMART Global Holdings, Inc.",29.18,684680000.0,2017.0,Technology,Semiconductors
SGLB,SGLB,"Sigma Labs, Inc.",0.7649,8369999.999999999,,Consumer Durables,Miscellaneous manufacturing industries
SGMA,SGMA,"SigmaTron International, Inc.",4.5935,19490000.0,1994.0,Technology,Electrical Products
SGMO,SGMO,"Sangamo Therapeutics, Inc.",11.97,1380000000.0,2000.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGMS,SGMS,Scientific Games Corp,19.23,1790000000.0,,Technology,EDP Services
SGOC,SGOC,"SGOCO Group, Ltd",1.0904,87260000.0,2010.0,Technology,Radio And Television Broadcasting And Communications Equipment
SGRP,SGRP,"SPAR Group, Inc.",0.7899,16410000.0,,Miscellaneous,Business Services
SGRY,SGRY,"Surgery Partners, Inc.",7.11,351430000.0,2015.0,Health Care,Hospital/Nursing Management
SGU,SGU,"Star Group, L.P.",9.66,476050000.0,,Consumer Services,Other Specialty Stores
SHAK,SHAK,"Shake Shack, Inc.",88.62,3300000000.0,2015.0,Consumer Services,Restaurants
SHBI,SHBI,Shore Bancshares Inc,15.55,198710000.0,,Finance,Major Banks
SHEN,SHEN,Shenandoah Telecommunications Co,35.31,1760000000.0,,Public Utilities,Telecommunications Equipment
SHG,SHG,Shinhan Financial Group Co Ltd,34.34,16120000000.000002,,Finance,Major Banks
SHI,SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",32.98,3570000000.0,,Basic Industries,Major Chemicals
SHIP,SHIP,Seanergy Maritime Holdings Corp,0.5403,13290000.0,,Transportation,Marine Transportation
SHLL,SHLL,Tortoise Acquisition Corp.,9.77,284560000.0,2019.0,Finance,Business Services
SHLO,SHLO,"Shiloh Industries, Inc.",4.61,109540000.0,1993.0,Capital Goods,Industrial Specialties
SHLX,SHLX,"Shell Midstream Partners, L.P.",20.33,4740000000.0,2014.0,Energy,Natural Gas Distribution
SHO,SHO,"Sunstone Hotel Investors, Inc.",13.49,3030000000.0,2004.0,Consumer Services,Hotels/Resorts
SHOO,SHOO,"Steven Madden, Ltd.",31.07,2640000000.0,1993.0,Consumer Non-Durables,Shoe Manufacturing
SHOP,SHOP,Shopify Inc.,357.81,35880000000.0,2015.0,Technology,Computer Software: Prepackaged Software
SHOS,SHOS,"Sears Hometown and Outlet Stores, Inc.",2.65,60160000.0,,Consumer Services,Department/Specialty Retail Stores
SHSP,SHSP,"SharpSpring, Inc.",10.99,120100000.0,,Technology,Computer Software: Prepackaged Software
SHV,SHV,iShares Short Treasury Bond ETF,110.54,24120000000.0,,,
SHW,SHW,Sherwin-Williams Company (The),523.31,48280000000.0,,Consumer Services,RETAIL: Building Materials
SHY,SHY,iShares 1-3 Year Treasury Bond ETF,84.86,16860000000.0,,,
SIBN,SIBN,"SI-BONE, Inc.",19.35,475300000.0,2018.0,Health Care,Medical/Dental Instruments
SIC,SIC,"Select Interior Concepts, Inc.",11.04,285070000.0,,Basic Industries,Homebuilding
SID,SID,National Steel Company,3.76,5190000000.0,,Capital Goods,Steel/Iron Ore
SIEB,SIEB,Siebert Financial Corp.,10.98,298190000.0,,Finance,Investment Bankers/Brokers/Service
SIEN,SIEN,"Sientra, Inc.",5.0,246080000.0,2014.0,Health Care,Industrial Specialties
SIF,SIF,"SIFCO Industries, Inc.",2.84,16399999.999999998,,Capital Goods,Aerospace
SIFY,SIFY,Sify Technologies Limited,1.35,241840000.0,,Technology,"Computer Software: Programming, Data Processing"
SIG,SIG,Signet Jewelers Limited,15.9,829840000.0,,Consumer Services,Consumer Specialties
SIGA,SIGA,SIGA Technologies Inc.,5.14,416040000.0,,Health Care,Major Pharmaceuticals
SIGI,SIGI,"Selective Insurance Group, Inc.",80.28,4770000000.0,,Finance,Property-Casualty Insurers
SILC,SILC,Silicom Ltd,33.18,252170000.0,,Technology,Computer Communications Equipment
SILK,SILK,"Silk Road Medical, Inc.",40.39,1240000000.0,2019.0,Health Care,Medical/Dental Instruments
SILV,SILV,SilverCrest Metals Inc.,6.08,522179999.99999994,2018.0,Basic Industries,Precious Metals
SIM,SIM,"Grupo Simec, S.A. de C.V.",9.0,1480000000.0,1993.0,Basic Industries,Steel/Iron Ore
SIMO,SIMO,Silicon Motion Technology Corporation,33.29,1200000000.0,2005.0,Technology,Semiconductors
SINA,SINA,Sina Corporation,35.7,2480000000.0,,Technology,Computer Software: Prepackaged Software
SINO,SINO,"Sino-Global Shipping America, Ltd.",0.69,10760000.0,,Transportation,Oil Refining/Marketing
SINT,SINT,"SiNtx Technologies, Inc.",1.99,1450000.0,2014.0,Health Care,Medical/Dental Instruments
SIRI,SIRI,Sirius XM Holdings Inc.,6.18,27500000000.0,,Consumer Services,Broadcasting
SITC,SITC,SITE Centers Corp.,14.03,2530000000.0,,Consumer Services,Real Estate Investment Trusts
SITE,SITE,"SiteOne Landscape Supply, Inc.",77.01,3170000000.0,2016.0,Consumer Non-Durables,Farming/Seeds/Milling
SITO,SITO,"SITO Mobile, Ltd.",0.6479,16610000.0,,Miscellaneous,Business Services
SIVB,SIVB,SVB Financial Group,205.58,10600000000.0,,Finance,Major Banks
SIX,SIX,Six Flags Entertainment Corporation New,53.66,4530000000.0,,Consumer Services,Services-Misc. Amusement & Recreation
SJI,SJI,"South Jersey Industries, Inc.",31.88,2950000000.0,,Public Utilities,Oil/Gas Transmission
SJM,SJM,J.M. Smucker Company (The),113.54,12950000000.0,,Consumer Non-Durables,Packaged Foods
SJR,SJR,Shaw Communications Inc.,19.59,9670000000.0,,Consumer Services,Television Services
SJT,SJT,San Juan Basin Royalty Trust,3.17,147750000.0,,Energy,Oil & Gas Production
SJW,SJW,SJW Group,64.79,1840000000.0,,Public Utilities,Water Supply
SKIS,SKIS,"Peak Resorts, Inc.",10.89,165830000.0,2014.0,Consumer Services,Hotels/Resorts
SKM,SKM,"SK Telecom Co., Ltd.",22.09,14300000000.0,,Public Utilities,Telecommunications Equipment
SKOR,SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,52.0644,93720000.0,,,
SKT,SKT,"Tanger Factory Outlet Centers, Inc.",15.82,1480000000.0,1993.0,Consumer Services,Real Estate Investment Trusts
SKX,SKX,"Skechers U.S.A., Inc.",34.43,5420000000.0,1999.0,Consumer Non-Durables,Shoe Manufacturing
SKY,SKY,Skyline Champion Corporation,29.64,1680000000.0,,Basic Industries,Homebuilding
SKYS,SKYS,"Sky Solar Holdings, Ltd.",0.56,29370000.0,2014.0,Public Utilities,Electric Utilities: Central
SKYW,SKYW,"SkyWest, Inc.",57.8,2940000000.0,1986.0,Transportation,Air Freight/Delivery Services
SKYY,SKYY,First Trust Cloud Computing ETF,57.1135,2180000000.0,,,
SLAB,SLAB,"Silicon Laboratories, Inc.",108.31,4690000000.0,2000.0,Technology,Semiconductors
SLB,SLB,Schlumberger N.V.,35.21,48700000000.0,,Energy,Oilfield Services/Equipment
SLCA,SLCA,"U.S. Silica Holdings, Inc.",12.14,893260000.0,2012.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SLCT,SLCT,"Select Bancorp, Inc.",10.75,207070000.0,,Finance,Major Banks
SLDB,SLDB,Solid Biosciences Inc.,6.47,229070000.0,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SLF,SLF,Sun Life Financial Inc.,39.92,23640000000.0,,Finance,Life Insurance
SLG,SLG,SL Green Realty Corp,78.42,6460000000.0,1997.0,Consumer Services,Real Estate Investment Trusts
SLGG,SLGG,"Super League Gaming, Inc.",7.17,60000000.0,2019.0,Consumer Services,Services-Misc. Amusement & Recreation
SLGL,SLGL,Sol-Gel Technologies Ltd.,7.7,145910000.0,2018.0,Health Care,Major Pharmaceuticals
SLGN,SLGN,Silgan Holdings Inc.,31.21,3470000000.0,1997.0,Consumer Durables,Containers/Packaging
SLIM,SLIM,The Obesity ETF,33.32,10000000.0,,,
SLM,SLM,SLM Corporation,8.58,3660000000.0,,Finance,Finance: Consumer Services
SLNG,SLNG,"Stabilis Energy, Inc.",4.26,62390000.0,,Energy,Industrial Machinery/Components
SLNO,SLNO,"Soleno Therapeutics, Inc.",1.94,61650000.0,2014.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SLP,SLP,"Simulations Plus, Inc.",39.76,697050000.0,,Technology,EDP Services
SLQD,SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,51.0,1900000000.0,,,
SLRC,SLRC,Solar Capital Ltd.,20.46,864660000.0,2010.0,,
SLRX,SLRX,"Salarius Pharmaceuticals, Inc.",6.02,22560000.0,2015.0,Health Care,Major Pharmaceuticals
SLS,SLS,"SELLAS Life Sciences Group, Inc. ",0.1698,38370000.0,,Health Care,Major Pharmaceuticals
SM,SM,SM Energy Company,10.6,1200000000.0,,Energy,Oil & Gas Production
SMAR,SMAR,Smartsheet Inc.,49.0,5220000000.0,2018.0,Technology,Computer Software: Prepackaged Software
SMBC,SMBC,"Southern Missouri Bancorp, Inc.",33.33,310780000.0,,Finance,Banks
SMBK,SMBK,"SmartFinancial, Inc.",20.9,291590000.0,,Finance,Major Banks
SMCP,SMCP,AlphaMark Actively Managed Small Cap ETF,22.31,21190000.0,,,
SMED,SMED,Sharps Compliance Corp.,3.565,57550000.0,,Basic Industries,Environmental Services
SMFG,SMFG,Sumitomo Mitsui Financial Group Inc,6.88,47320000000.0,,Finance,Commercial Banks
SMG,SMG,Scotts Miracle-Gro Company (The),110.3,6120000000.0,1992.0,Basic Industries,Agricultural Chemicals
SMHI,SMHI,SEACOR Marine Holdings Inc.,12.87,274010000.0,2017.0,Transportation,Marine Transportation
SMIT,SMIT,"Schmitt Industries, Inc.",2.135,8610000.0,,Capital Goods,Industrial Machinery/Components
SMLP,SMLP,"Summit Midstream Partners, LP",6.5,537520000.0,2012.0,Public Utilities,Natural Gas Distribution
SMM,SMM,Salient Midstream & MLP Fund,7.77,137700000.0,2012.0,,
SMMC,SMMC,South Mountain Merger Corp.,9.72,,2019.0,Finance,Business Services
SMMF,SMMF,"Summit Financial Group, Inc.",25.98,325000000.0,,Finance,Major Banks
SMMT,SMMT,Summit Therapeutics plc,1.28,41090000.0,2015.0,Health Care,Major Pharmaceuticals
SMP,SMP,"Standard Motor Products, Inc.",45.77,1020000000.0,,Capital Goods,Auto Parts:O.E.M.
SMPL,SMPL,The Simply Good Foods Company,26.53,2170000000.0,,Consumer Non-Durables,Packaged Foods
SMRT,SMRT,"Stein Mart, Inc.",0.79,37970000.0,1992.0,Consumer Services,Clothing/Shoe/Accessory Stores
SMSI,SMSI,"Smith Micro Software, Inc.",6.37,235380000.0,1995.0,Technology,Computer Software: Prepackaged Software
SMTA,SMTA,Spirit MTA REIT,8.47,365560000.0,2018.0,Consumer Services,Real Estate Investment Trusts
SMTC,SMTC,Semtech Corporation,47.97,3200000000.0,,Technology,Semiconductors
SMTS,SMTS,Sierra Metals Inc.,1.49,242710000.0,,Basic Industries,Precious Metals
SMTX,SMTX,SMTC Corporation,3.965,111060000.0,2000.0,Technology,Electrical Products
SNA,SNA,Snap-On Incorporated,154.47,8529999999.999999,,Capital Goods,Industrial Machinery/Components
SNAP,SNAP,Snap Inc.,16.76,23120000000.0,2017.0,Technology,"Computer Software: Programming, Data Processing"
SNBR,SNBR,Sleep Number Corporation,44.5,1300000000.0,,Consumer Durables,Home Furnishings
SNCR,SNCR,"Synchronoss Technologies, Inc.",8.92,396190000.0,2018.0,Technology,EDP Services
SND,SND,"Smart Sand, Inc.",2.35,96270000.0,2016.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SNDE,SNDE,Sundance Energy Australia Limited,1.2355,84940000.0,,Energy,Oil & Gas Production
SNDL,SNDL,Sundial Growers Inc.,12.49,1050000000.0,2019.0,Consumer Durables,Specialty Chemicals
SNDR,SNDR,"Schneider National, Inc.",19.93,3530000000.0,2017.0,Transportation,Trucking Freight/Courier Services
SNDX,SNDX,"Syndax Pharmaceuticals, Inc.",10.1,273670000.0,2016.0,Health Care,Major Pharmaceuticals
SNE,SNE,Sony Corp Ord,56.25,70100000000.0,,Consumer Non-Durables,Consumer Electronics/Appliances
SNES,SNES,"SenesTech, Inc.",1.42,40140000.0,2016.0,Basic Industries,Agricultural Chemicals
SNFCA,SNFCA,Security National Financial Corporation,5.23,91580000.0,,Finance,Finance: Consumer Services
SNGX,SNGX,"Soligenix, Inc.",1.1452,22430000.0,,Health Care,Major Pharmaceuticals
SNH,SNH,Senior Housing Properties Trust,8.9,2120000000.0,,Consumer Services,Real Estate Investment Trusts
SNLN,SNLN,Highland/iBoxx Senior Loan ETF,17.55,273720000.0,,,
SNMP,SNMP,Sanchez Midstream Partners LP,0.5103,9340000.0,,Energy,Oil & Gas Production
SNN,SNN,"Smith & Nephew SNATS, Inc.",45.77,20010000000.0,,Health Care,Industrial Specialties
SNNA,SNNA,"Sienna Biopharmaceuticals, Inc.",0.5836,17820000.0,2017.0,Health Care,Major Pharmaceuticals
SNOA,SNOA,"Sonoma Pharmaceuticals, Inc.",5.85,7780000.0,,Health Care,Major Pharmaceuticals
SNP,SNP,China Petroleum & Chemical Corporation,60.91,73740000000.0,,Energy,Integrated oil Companies
SNPS,SNPS,"Synopsys, Inc.",131.97,19780000000.0,1992.0,Technology,Computer Software: Prepackaged Software
SNR,SNR,New Senior Investment Group Inc.,6.62,550300000.0,2014.0,Consumer Services,Real Estate Investment Trusts
SNSR,SNSR,Global X Internet of Things ETF,19.55,92880000.0,,,
SNSS,SNSS,"Sunesis Pharmaceuticals, Inc.",0.741,53740000.0,2005.0,Health Care,Major Pharmaceuticals
SNV,SNV,Synovus Financial Corp.,36.29,5600000000.0,,Finance,Major Banks
SNX,SNX,Synnex Corporation,86.41,4410000000.0,2003.0,Technology,Retail: Computer Software & Peripheral Equipment
SO,SO,Southern Company (The),58.19,60820000000.0,,Public Utilities,Electric Utilities: Central
SOCL,SOCL,Global X Social Media ETF,33.27,133090000.0,,,
SOGO,SOGO,Sogou Inc.,4.0,1570000000.0,2017.0,Technology,EDP Services
SOHO,SOHO,Sotherly Hotels Inc.,6.95,98850000.0,,Consumer Services,Real Estate Investment Trusts
SOHU,SOHU,Sohu.com Limited ,10.1,396210000.0,,Technology,EDP Services
SOI,SOI,"Solaris Oilfield Infrastructure, Inc.",13.81,657070000.0,2017.0,Energy,Metal Fabrications
SOL,SOL,Renesola Ltd.,0.957,36440000.0,2008.0,Technology,Semiconductors
SOLO,SOLO,Electrameccanica Vehicles Corp. Ltd.,2.51,92650000.0,,Capital Goods,Auto Manufacturing
SOLY,SOLY,"Soliton, Inc.",10.12,151900000.0,2019.0,Health Care,Medical/Dental Instruments
SON,SON,Sonoco Products Company,59.19,5920000000.0,,Consumer Durables,Containers/Packaging
SONA,SONA,"Southern National Bancorp of Virginia, Inc.",15.2,366580000.0,,Finance,Major Banks
SONM,SONM,"Sonim Technologies, Inc.",8.975,182590000.0,2019.0,Public Utilities,Telecommunications Equipment
SONO,SONO,"Sonos, Inc.",10.655,1120000000.0,2018.0,Consumer Non-Durables,Consumer Electronics/Appliances
SOR,SOR,"Source Capital, Inc.",36.07,306950000.0,,,
SORL,SORL,"SORL Auto Parts, Inc.",3.09,59650000.0,,Capital Goods,Auto Parts:O.E.M.
SOXX,SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,202.76,1470000000.0,,,
SP,SP,SP Plus Corporation,34.84,799540000.0,,Consumer Services,Rental/Leasing Companies
SPAQ,SPAQ,Spartan Energy Acquisition Corp,9.99,689310000.0,2018.0,Finance,Business Services
SPAR,SPAR,"Spartan Motors, Inc.",12.75,450350000.0,,Capital Goods,Auto Manufacturing
SPB           ,SPB           ,"Spectrum Brands Holdings, Inc.",50.83,2480000000.0,,Miscellaneous,Industrial Machinery/Components
SPCB,SPCB,"SuperCom, Ltd.",0.98,14660000.0,,Technology,Semiconductors
SPE,SPE,Special Opportunities Fund Inc.,13.8,117310000.0,,,
SPEX,SPEX,Spherix Incorporated,2.38,5600000.0,,Miscellaneous,Multi-Sector Companies
